customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,phone_service,multiple_lines,online_security,churn,tenure_segment,age_group,charge_segment,value_score,risk_score,customer_segment
CUST_00030,110.0,Male,39.0,78.18036236799392,3049.0341323517628,One Year,Fiber Optic,Yes,Yes,No Internet Service,No,Long-term (>2yrs),,High,0.48700275365893536,0.39999999999999997,Critical
CUST_00031,50.0,Female,2.0,45.83666017998874,91.67332035997748,Month-To-Month,Dsl,Yes,No Phone Service,Yes,No,Short-term (<1yr),46-60,Low,0.33109116777826303,0.5333333333333333,Critical
CUST_00032,29.0,Male,7.0,84.7072835051724,592.9509845362068,One Year,Fiber Optic,Yes,Yes,No,No,Short-term (<1yr),18-30,High,0.4481464969330303,0.7333333333333334,Critical
CUST_00033,75.0,Female,25.0,68.77387776421777,1719.3469441054442,One Year,No,Yes,Yes,No,No,Long-term (>2yrs),60+,Medium,0.435887519102942,0.5,Critical
CUST_00034,39.0,Female,12.0,63.79565628227544,765.5478753873052,Month-To-Month,Fiber Optic,Yes,No,No Internet Service,No,Short-term (<1yr),31-45,Medium,0.39887442596382106,0.6333333333333333,Critical
CUST_00035,78.0,Female,52.0,76.35724452048068,3970.5767150649954,Month-To-Month,Dsl,Yes,No,Yes,No,Long-term (>2yrs),60+,High,0.5050930214166418,0.3,Low Value Loyal
CUST_00036,61.0,Male,47.0,97.42915185708048,4579.170137282783,One Year,Fiber Optic,No,No,No,No,Long-term (>2yrs),60+,High,0.5548110269961972,0.5,Critical
CUST_00037,42.0,Male,67.0,62.18422222291645,4166.342888935403,Month-To-Month,No,Yes,No Phone Service,No Internet Service,No,Long-term (>2yrs),31-45,Medium,0.4923866068243099,0.39999999999999997,Critical
CUST_00038,66.0,Male,25.0,55.120042856871514,1378.0010714217879,Month-To-Month,Dsl,Yes,No,No Internet Service,No,Long-term (>2yrs),60+,Low,0.3978995403794844,0.39999999999999997,Critical
CUST_00039,44.0,Male,14.0,106.6128122493256,1492.5793714905585,Month-To-Month,Dsl,Yes,Yes,Yes,No,Medium-term (1-2yrs),31-45,High,0.5215646673668292,0.4,Critical
CUST_00040,76.0,Male,28.0,61.54176423003972,1723.1693984411122,One Year,Fiber Optic,Yes,Yes,Yes,No,Long-term (>2yrs),60+,Medium,0.4211113965003723,0.3,Low Value Loyal
CUST_00041,59.0,Male,3.0,72.33306405464178,216.99919216392533,One Year,Fiber Optic,No,No Phone Service,Yes,Yes,Short-term (<1yr),46-60,Medium,0.40659174172879065,0.5333333333333333,Critical
CUST_00042,45.0,Female,1.0,61.53317349505401,61.53317349505401,Two Year,Dsl,Yes,Yes,No,Yes,Short-term (<1yr),46-60,Medium,0.3729805909501741,0.7333333333333334,Critical
CUST_00043,77.0,Female,1.0,32.858850277165914,32.858850277165914,Month-To-Month,No,Yes,No,No,No,Short-term (<1yr),60+,Low,0.29320230245449225,0.7333333333333334,Critical
CUST_00044,33.0,Male,16.0,58.84952427155572,941.5923883448916,Two Year,Fiber Optic,Yes,No,Yes,No,Medium-term (1-2yrs),31-45,Medium,0.39224014510180677,0.4,Critical
CUST_00045,32.0,Male,8.0,87.22352604747536,697.7882083798029,One Year,Fiber Optic,Yes,Yes,No,No,Short-term (<1yr),31-45,High,0.45692897558944623,0.7333333333333334,Critical
CUST_00046,79.0,Male,6.0,48.803687227906146,292.82212336743686,Month-To-Month,Fiber Optic,Yes,No,Yes,Yes,Short-term (<1yr),60+,Low,0.3464730398868041,0.5333333333333333,Critical
CUST_00047,79.0,Male,29.0,91.36592230895037,2649.611746959561,Two Year,Fiber Optic,Yes,Yes,No,Yes,Long-term (>2yrs),60+,High,0.5058705162562414,0.5,Critical
CUST_00048,64.0,Female,160.0,80.27286861323036,12843.658978116857,One Year,Fiber Optic,Yes,No,No,No,Long-term (>2yrs),60+,High,0.7084147677751922,0.5,At-Risk High Value
CUST_00049,79.0,Female,6.0,44.91452680815253,269.4871608489152,Month-To-Month,Fiber Optic,No,No,No,No,Short-term (<1yr),60+,Low,0.3356525382269939,0.7333333333333334,Critical
CUST_00050,68.0,Female,24.0,40.91175614922585,981.8821475814204,Month-To-Month,Fiber Optic,Yes,No,No,No,Medium-term (1-2yrs),60+,Low,0.3565872173239837,0.6,Critical
CUST_00051,61.0,Female,4.0,40.35610438669538,161.4244175467815,Month-To-Month,Fiber Optic,Yes,Yes,No,No,Short-term (<1yr),60+,Low,0.3194065277509656,0.7333333333333334,Critical
CUST_00052,72.0,Female,82.0,56.826634281594664,4659.784011090763,One Year,Fiber Optic,Yes,Yes,No,No,Long-term (>2yrs),60+,Low,0.5042066739886013,0.5,Critical
CUST_00053,69.0,Female,11.0,43.20802299304742,475.28825292352167,Two Year,Fiber Optic,Yes,No Phone Service,No Internet Service,No,Short-term (<1yr),60+,Low,0.3398133543805111,0.6333333333333333,Critical
CUST_00054,74.0,Male,64.0,89.39628758193899,5721.3624052440955,Month-To-Month,Fiber Optic,Yes,No Phone Service,No,No,Long-term (>2yrs),60+,High,0.562751360018094,0.5,Critical
CUST_00055,20.0,Female,10.0,41.328859708858964,413.28859708858965,One Year,Dsl,Yes,No Phone Service,No Internet Service,Yes,Short-term (<1yr),18-30,Low,0.33280337066538,0.6333333333333333,Critical
CUST_00056,54.0,Male,50.0,47.165819676908036,2358.290983845402,Month-To-Month,Dsl,Yes,No,Yes,No,Long-term (>2yrs),46-60,Low,0.42031256781484144,0.3,Low Value Loyal
CUST_00057,68.0,Male,8.0,95.37697608148777,763.0158086519021,One Year,Fiber Optic,Yes,No,Yes,No,Short-term (<1yr),60+,High,0.47961367102605146,0.5333333333333333,Critical
CUST_00058,24.0,Male,11.0,59.7313430933678,657.0447740270458,Two Year,Dsl,No,No,No Internet Service,No,Short-term (<1yr),18-30,Medium,0.3857848734937334,0.6333333333333333,Critical
CUST_00059,38.0,Male,7.0,64.90378573253237,514.0055789910709,One Year,Dsl,No,No Phone Service,No,No,Short-term (<1yr),31-45,Medium,0.39304880041464574,0.7333333333333334,Critical
CUST_00060,26.0,Female,10.0,74.29029963769449,742.9029963769449,One Year,Fiber Optic,Yes,No Phone Service,Yes,No,Short-term (<1yr),18-30,High,0.42450936295311714,0.5333333333333333,Critical
CUST_00061,56.0,Male,55.0,35.911322868682745,1975.122757777551,One Year,No,Yes,No Phone Service,No,Yes,Long-term (>2yrs),46-60,Low,0.3979087625901389,0.5,Critical
CUST_00062,35.0,Male,31.0,81.0555689461204,2512.7226373297326,Month-To-Month,No,Yes,No,No,No,Long-term (>2yrs),31-45,High,0.48074831465337164,0.5,Critical
CUST_00063,21.0,Male,16.0,77.26562044352657,1236.2499270964252,Two Year,Fiber Optic,Yes,No Phone Service,No,No,Medium-term (1-2yrs),18-30,High,0.44347778451207776,0.6,Critical
CUST_00064,42.0,Female,107.0,78.05019466794809,8351.370829470447,One Year,No,Yes,No Phone Service,Yes,Yes,Long-term (>2yrs),31-45,High,0.6077987275976626,0.3,Low Value Loyal
CUST_00065,77.0,Male,19.0,51.4264762663806,977.1030490612313,One Year,Fiber Optic,No,No,Yes,No,Medium-term (1-2yrs),60+,Low,0.37693280070909313,0.4,Critical
CUST_00066,31.0,Female,105.0,70.73902064768802,7427.5971680072425,Two Year,Fiber Optic,No,Yes,No,No,Long-term (>2yrs),31-45,Medium,0.583893955324974,0.5,Critical
CUST_00067,67.0,Female,7.0,61.54121735589357,430.788521491255,One Year,Dsl,Yes,Yes,No Internet Service,No,Short-term (<1yr),60+,Medium,0.3836933939068961,0.6333333333333333,Critical
CUST_00068,75.0,Female,71.0,66.86275325489052,4747.255481097227,One Year,Fiber Optic,Yes,No,Yes,No,Long-term (>2yrs),60+,Medium,0.5125302603204724,0.3,Low Value Loyal
CUST_00069,26.0,Female,1.0,49.45561845864092,49.45561845864092,One Year,Fiber Optic,Yes,Yes,No,No,Short-term (<1yr),18-30,Low,0.3393781703212417,0.7333333333333334,Critical
CUST_00070,43.0,Male,24.0,61.1951101320326,1468.6826431687825,Month-To-Month,Dsl,Yes,No,No Internet Service,No,Medium-term (1-2yrs),31-45,Medium,0.413019979604173,0.5,Critical
CUST_00071,70.0,Male,17.0,84.53803464848883,1437.14658902431,Month-To-Month,Fiber Optic,Yes,Yes,Yes,No,Medium-term (1-2yrs),60+,High,0.46549298124017646,0.4,Critical
CUST_00072,19.0,Female,23.0,26.480564342813018,609.0529798846994,Two Year,No,Yes,Yes,No,No,Medium-term (1-2yrs),18-30,Low,0.3146547231439031,0.6,Critical
CUST_00073,37.0,Male,25.0,57.68088429561405,1442.0221073903513,Month-To-Month,Dsl,Yes,No,Yes,No,Long-term (>2yrs),31-45,Medium,0.4050243658039341,0.3,Low Value Loyal
CUST_00074,45.0,Male,15.0,77.77517931610689,1166.6276897416033,One Year,Dsl,Yes,Yes,No,No,Medium-term (1-2yrs),46-60,High,0.4431137524349559,0.6,Critical
CUST_00075,64.0,Female,190.0,43.242831569358636,8216.137998178141,Month-To-Month,Fiber Optic,Yes,Yes,No,No,Long-term (>2yrs),60+,Low,0.6588411571971606,0.5,Critical
CUST_00076,77.0,Male,113.0,73.00706358492026,8249.79818509599,Month-To-Month,Dsl,Yes,No,No Internet Service,No,Long-term (>2yrs),60+,High,0.6044580483204041,0.39999999999999997,Critical
CUST_00077,24.0,Female,98.0,74.38070931343938,7289.309512717059,One Year,Fiber Optic,Yes,No Phone Service,No,No,Long-term (>2yrs),18-30,High,0.5815537756532319,0.5,Critical
CUST_00078,61.0,Male,117.0,61.93692348442639,7246.620047677888,One Year,Dsl,Yes,No,Yes,No,Long-term (>2yrs),60+,Medium,0.5807854269045973,0.3,Low Value Loyal
CUST_00079,78.0,Female,,71.02495573485267,3409.1978752729283,Month-To-Month,Fiber Optic,Yes,Yes,No,No,Unknown,60+,Medium,,0.6,Other
CUST_00080,25.0,Male,135.0,97.5728776934628,13172.338488617477,Two Year,Dsl,Yes,No,No Internet Service,No,Long-term (>2yrs),18-30,High,0.7120037770088439,0.39999999999999997,At-Risk High Value
CUST_00081,64.0,Female,67.0,51.55277187975626,3454.0357159436694,One Year,Dsl,Yes,No,Yes,No,Long-term (>2yrs),60+,Low,0.46280756824825603,0.3,Low Value Loyal
CUST_00082,52.0,Male,17.0,37.243268925555185,633.1355717344381,Month-To-Month,Dsl,Yes,Yes,Yes,No,Medium-term (1-2yrs),46-60,Low,0.33390851678711175,0.4,Critical
CUST_00083,31.0,Male,47.0,56.51040134684378,2655.9888633016576,One Year,Dsl,Yes,Yes,No Internet Service,No,Long-term (>2yrs),31-45,Low,0.4409660424682967,0.39999999999999997,Critical
CUST_00084,34.0,Female,73.0,45.11001172948399,3293.0308562523314,Two Year,Fiber Optic,Yes,No,No,No,Long-term (>2yrs),31-45,Low,0.4555728123553054,0.5,Critical
CUST_00085,53.0,Male,38.0,72.70048747691577,2762.618524122799,Month-To-Month,Dsl,Yes,No,No,No,Long-term (>2yrs),46-60,High,0.4699747964704149,0.5,Critical
CUST_00086,67.0,Male,17.0,55.88982907521991,950.1270942787385,One Year,Fiber Optic,No,No,No,Yes,Medium-term (1-2yrs),60+,Low,0.3857873577895045,0.6,Critical
CUST_00087,57.0,Female,3.0,77.2622390455941,231.7867171367823,Month-To-Month,Dsl,Yes,No,Yes,Yes,Short-term (<1yr),46-60,High,0.42030579319866374,0.5333333333333333,Critical
CUST_00088,21.0,Female,50.0,70.82368896943285,3541.1844484716426,Month-To-Month,Fiber Optic,Yes,Yes,No Internet Service,Yes,Long-term (>2yrs),18-30,Medium,0.48613397560432875,0.39999999999999997,Critical
CUST_00089,19.0,Male,92.0,51.29584876616514,4719.218086487193,Two Year,No,Yes,No,No,No,Long-term (>2yrs),18-30,Low,0.5066361813512044,0.5,Critical
CUST_00090,79.0,Female,14.0,46.54809772759205,651.6733681862887,Two Year,Dsl,Yes,Yes,No,No,Medium-term (1-2yrs),60+,Low,0.3544513901984847,0.6,Critical
CUST_00091,23.0,Male,5.0,37.138887756103856,185.69443878051928,Month-To-Month,Fiber Optic,Yes,Yes,No,No,Short-term (<1yr),18-30,Low,0.3122372590375241,0.7333333333333334,Critical
CUST_00092,71.0,Male,12.0,86.02799288509965,1032.3359146211958,Two Year,Fiber Optic,Yes,Yes,Yes,No,Short-term (<1yr),60+,High,0.4607296875494456,0.5333333333333333,Critical
CUST_00093,59.0,Female,27.0,75.48904952002759,2038.204337040745,Month-To-Month,Fiber Optic,Yes,No,Yes,No,Long-term (>2yrs),46-60,High,0.458134081686213,0.3,Low Value Loyal
CUST_00094,21.0,Female,12.0,56.783918619649086,681.407023435789,One Year,No,Yes,No Phone Service,No,No,Short-term (<1yr),18-30,Low,0.37936622603685366,0.7333333333333334,Critical
CUST_00095,71.0,Female,29.0,77.12512681135695,2236.6286775293515,One Year,Fiber Optic,Yes,Yes,No,No,Long-term (>2yrs),60+,High,0.46624948377425174,0.5,Critical
CUST_00096,46.0,Female,103.0,42.912704412844484,4420.008554522982,One Year,Dsl,No,No,No,No,Long-term (>2yrs),46-60,Low,0.5029115348131818,0.5,Critical
CUST_00097,35.0,Male,34.0,47.502849011123004,1615.096866378182,Two Year,Fiber Optic,Yes,Yes,No,No,Long-term (>2yrs),31-45,Low,0.39274246262109697,0.5,Critical
CUST_00098,43.0,Male,14.0,45.504854409881446,637.0679617383403,One Year,Fiber Optic,Yes,Yes,No,No,Medium-term (1-2yrs),31-45,Low,0.351548857303843,0.6,Critical
CUST_00099,61.0,Male,83.0,70.5320774135184,5854.162425322027,Month-To-Month,Dsl,Yes,Yes,No,Yes,Long-term (>2yrs),60+,Medium,0.5441199753637187,0.5,Critical
CUST_00100,51.0,Male,26.0,52.90717369368951,1375.5865160359272,Two Year,Dsl,Yes,No,No Internet Service,Yes,Long-term (>2yrs),46-60,Low,0.3935245877304902,0.39999999999999997,Critical
CUST_00101,27.0,Female,5.0,35.918584987858466,179.59292493929235,Month-To-Month,Fiber Optic,Yes,Yes,No,Yes,Short-term (<1yr),18-30,Low,0.30884210771843634,0.7333333333333334,Critical
CUST_00102,79.0,Male,21.0,66.82652133655662,1403.356948067689,One Year,Fiber Optic,Yes,No,Yes,No,Medium-term (1-2yrs),60+,Medium,0.4233425954480833,0.4,Critical
CUST_00103,53.0,Male,32.0,76.46051771557175,2446.736566898296,One Year,Fiber Optic,Yes,No,No,Yes,Long-term (>2yrs),46-60,High,0.469745606336859,0.5,Critical
CUST_00104,31.0,Male,55.0,62.281114657390006,3425.4613061564505,Two Year,Fiber Optic,Yes,Yes,No Internet Service,No,Long-term (>2yrs),31-45,Medium,0.4712753366119509,0.39999999999999997,Critical
CUST_00105,48.0,Female,83.0,87.79497948230426,7286.983297031254,One Year,No,Yes,Yes,No Internet Service,Yes,Long-term (>2yrs),46-60,High,0.5921491745553198,0.39999999999999997,Critical
CUST_00106,65.0,Male,12.0,81.05585249051703,972.6702298862043,Two Year,Fiber Optic,Yes,No,No,No,Short-term (<1yr),60+,High,0.4468960968548764,0.7333333333333334,Critical
CUST_00107,32.0,Male,6.0,87.37357026388618,524.2414215833171,Month-To-Month,Fiber Optic,Yes,No Phone Service,Yes,No,Short-term (<1yr),31-45,High,0.45378295728947704,0.5333333333333333,Critical
CUST_00108,25.0,Male,3.0,80.6755512188368,242.0266536565104,Month-To-Month,Fiber Optic,Yes,No,No,No,Short-term (<1yr),18-30,High,0.42980238013512206,0.7333333333333334,Critical
CUST_00109,31.0,Male,41.0,69.71730322022496,2858.4094320292234,Two Year,Dsl,No,Yes,No,Yes,Long-term (>2yrs),31-45,Medium,0.46702013180152946,0.5,Critical
CUST_00110,40.0,Female,48.0,40.122905937950165,1925.899485021608,One Year,Dsl,Yes,No,No,No,Long-term (>2yrs),31-45,Low,0.3971541547831727,0.5,Critical
CUST_00111,77.0,Female,16.0,58.0773809055657,929.2380944890512,Month-To-Month,No,Yes,No,Yes,No,Medium-term (1-2yrs),60+,Medium,0.390091872037299,0.4,Critical
CUST_00112,74.0,Male,16.0,54.75169425080627,876.0271080129003,Two Year,No,No,Yes,No,No,Medium-term (1-2yrs),60+,Low,0.38083907861045635,0.6,Critical
CUST_00113,79.0,Male,93.0,47.23003065253129,4392.39285068541,One Year,No,No,No,No,No,Long-term (>2yrs),60+,Low,0.49710591623629313,0.5,Critical
CUST_00114,57.0,Female,75.0,53.50379843016292,4012.7848822622186,One Year,Dsl,Yes,Yes,Yes,No,Long-term (>2yrs),46-60,Low,0.48248965176873326,0.3,Low Value Loyal
CUST_00115,38.0,Female,8.0,35.71103450061559,285.6882760049247,One Year,Fiber Optic,Yes,No,No,No,Short-term (<1yr),31-45,Low,0.3136098680893591,0.7333333333333334,Critical
CUST_00116,33.0,Male,46.0,82.67886241857454,3803.227671254429,One Year,Fiber Optic,No,No,No Internet Service,No,Long-term (>2yrs),31-45,High,0.5119907328580158,0.39999999999999997,Critical
CUST_00117,62.0,Male,30.0,43.821743639774425,1314.6523091932327,One Year,Dsl,Yes,No,No,No,Long-term (>2yrs),60+,Low,0.3753738671969846,0.5,Critical
CUST_00118,35.0,Male,6.0,81.26553879095422,487.59323274572535,Month-To-Month,Fiber Optic,Yes,No,No,No,Short-term (<1yr),31-45,High,0.4367890672058122,0.7333333333333334,Critical
CUST_00119,64.0,Male,14.0,91.5348350866335,1281.487691212869,Two Year,Fiber Optic,Yes,Yes,No,No,Medium-term (1-2yrs),60+,High,0.4796144109344073,0.6,Critical
CUST_00120,70.0,Female,6.0,49.676936751440095,298.06162050864054,One Year,Dsl,Yes,No,Yes,Yes,Short-term (<1yr),60+,Low,0.34890261257062416,0.5333333333333333,Critical
CUST_00121,41.0,Male,11.0,53.9099186830511,593.0091055135622,Month-To-Month,No,Yes,Yes,Yes,No,Short-term (<1yr),31-45,Low,0.36958838744128053,0.5333333333333333,Critical
CUST_00122,43.0,Male,29.0,74.97088063320257,2174.1555383628747,One Year,Fiber Optic,Yes,No,No,Yes,Long-term (>2yrs),31-45,High,0.4602558959993777,0.5,Critical
CUST_00123,42.0,Male,15.0,56.270229493709465,844.0534424056419,Month-To-Month,Fiber Optic,Yes,Yes,No,No,Medium-term (1-2yrs),31-45,Low,0.3832822412261364,0.6,Critical
CUST_00124,77.0,Male,16.0,49.00398485128974,784.0637576206358,One Year,Fiber Optic,Yes,No,No,Yes,Medium-term (1-2yrs),60+,Low,0.3648476839686495,0.6,Critical
CUST_00125,77.0,Male,24.0,73.81915559045947,1771.6597341710274,Month-To-Month,No,Yes,Yes,No,No,Medium-term (1-2yrs),60+,High,0.4481428570618945,0.6,Critical
CUST_00126,77.0,Male,3.0,50.18751791822383,150.5625537546715,Month-To-Month,Fiber Optic,No,Yes,Yes,Yes,Short-term (<1yr),60+,Low,0.34497795035381484,0.5333333333333333,Critical
CUST_00127,62.0,Male,41.0,107.75494685606336,4417.952821098597,Two Year,Fiber Optic,Yes,No,No,No,Long-term (>2yrs),60+,High,0.5728492418599238,0.5,Critical
CUST_00128,58.0,Female,16.0,76.23424133620875,1219.74786137934,One Year,Dsl,Yes,Yes,Yes,Yes,Medium-term (1-2yrs),46-60,High,0.44060826046623425,0.4,Critical
CUST_00129,46.0,Female,20.0,78.38615458912669,1567.7230917825339,Month-To-Month,Fiber Optic,Yes,No Phone Service,Yes,No,Medium-term (1-2yrs),46-60,High,0.4537223063038588,0.4,Critical
CUST_00130,32.0,Male,110.0,63.20421938889558,6952.464132778514,Month-To-Month,Dsl,Yes,Yes,No,Yes,Long-term (>2yrs),31-45,Medium,0.5718391631320294,0.5,Critical
CUST_00131,62.0,Female,13.0,102.25962178621859,1329.3750832208416,Two Year,Fiber Optic,Yes,Yes,No Internet Service,No,Medium-term (1-2yrs),60+,High,0.5076713946364305,0.5,Critical
CUST_00132,18.0,Female,32.0,50.14732247086615,1604.7143190677168,Two Year,Dsl,Yes,No,No,No,Long-term (>2yrs),18-30,Low,0.3965364963772644,0.5,Critical
CUST_00133,42.0,Female,15.0,64.90378573253237,1203.1992736340503,One Year,Fiber Optic,Yes,No Phone Service,No Internet Service,No,Medium-term (1-2yrs),31-45,Medium,0.4073026979647571,0.5,Critical
CUST_00134,24.0,Male,68.0,38.236023278902906,2600.0495829653973,One Year,Fiber Optic,Yes,No,No,No,Long-term (>2yrs),18-30,Low,0.4275391751344774,0.5,Critical
CUST_00135,26.0,Male,57.0,110.87238370492852,6319.725871180925,Month-To-Month,Fiber Optic,Yes,No Phone Service,Yes,No,Long-term (>2yrs),18-30,High,0.610030433517966,0.3,Low Value Loyal
CUST_00136,41.0,Male,9.0,64.90378573253237,732.5822090367845,One Year,Dsl,Yes,Yes,No,No,Short-term (<1yr),31-45,Medium,0.3966122748021736,0.7333333333333334,Critical
CUST_00137,18.0,Male,36.0,46.20251952518091,1663.2907029065127,Month-To-Month,Fiber Optic,No,Yes,No,No,Long-term (>2yrs),18-30,Low,0.39268813371887834,0.5,Critical
CUST_00138,61.0,Male,3.0,75.51427994956174,226.54283984868522,Two Year,No,Yes,Yes,No,No,Short-term (<1yr),60+,High,0.41544258565293424,0.7333333333333334,Critical
CUST_00139,25.0,Female,100.0,86.25495143504925,8625.495143504924,Month-To-Month,Dsl,Yes,No,No Internet Service,No,Long-term (>2yrs),18-30,High,0.6181540093200302,0.39999999999999997,Critical
CUST_00140,41.0,Male,13.0,47.11935017579444,612.5515522853277,One Year,Dsl,Yes,No,No,No,Medium-term (1-2yrs),31-45,Low,0.35425900324919746,0.6,Critical
CUST_00141,28.0,Male,54.0,55.79363126416649,3012.856088264991,Month-To-Month,Dsl,Yes,Yes,No,No,Long-term (>2yrs),18-30,Low,0.45144399044144723,0.5,Critical
CUST_00142,68.0,Female,12.0,45.12992360753161,541.5590832903792,Month-To-Month,Dsl,Yes,No,No,No,Short-term (<1yr),60+,Low,0.34694224277004226,0.7333333333333334,Critical
CUST_00143,34.0,Male,31.0,74.5767843601638,2311.8803151650777,Month-To-Month,Fiber Optic,Yes,No,Yes,Yes,Long-term (>2yrs),31-45,High,0.46272290767611535,0.3,Low Value Loyal
